============================================
DayaBay : 
================
 0	5	1	1	1	6.6954	-0.0683	-2.7561
 1	5	1	2	1	6.6954	-1.1025	-2.6091
 2	5	1	3	1	6.6954	1.1022	-2.6091
 3	5	1	4	1	6.6951	-0.0683	-0.5191
 4	5	1	5	1	6.6954	-1.1025	0.3629
 5	5	1	6	1	6.6954	1.1022	0.3629
 6	5	1	7	1	6.6951	-0.0683	1.6079
 7	5	1	8	1	6.6954	-1.1025	3.3349
 8	5	1	9	1	6.6954	1.1022	3.3349
 9	5	1	10	1	6.6951	-0.0683	4.4539
 10	5	2	1	1	6.092	2.134	-2.7567
 11	5	2	2	1	5.1341	3.0918	-2.7567
 12	5	2	3	1	6.0921	2.134	-0.5197
 13	5	2	4	1	5.1341	3.0918	-0.5197
 14	5	2	5	1	6.0921	2.134	1.6073
 15	5	2	6	1	5.1341	3.0918	1.6073
 16	5	2	7	1	6.0921	2.134	4.4533
 17	5	2	8	1	5.1341	3.0918	4.4533
 18	5	3	1	1	2.7317	3.6954	-2.7561
 19	5	3	2	1	-0.0683	3.6954	-2.7561
 20	5	3	3	1	-2.7317	3.6954	-2.7561
 21	5	3	4	1	4.1023	3.6954	-2.6091
 22	5	3	5	1	1.4023	3.6954	-2.6091
 23	5	3	6	1	-1.4023	3.6954	-2.6091
 24	5	3	7	1	-4.1023	3.6954	-2.6091
 25	5	3	8	1	2.7317	3.6951	-0.5195
 26	5	3	9	1	-0.0683	3.6954	-0.5188
 27	5	3	10	1	-2.7311	3.6954	-0.5188
 28	5	3	11	1	4.1023	3.6954	0.3625
 29	5	3	12	1	1.4023	3.6954	0.3625
 30	5	3	13	1	-1.4017	3.6954	0.3632
 31	5	3	14	1	-4.1017	3.6954	0.3632
 32	5	3	15	1	2.7317	3.6951	1.6075
 33	5	3	16	1	-0.0683	3.6954	1.6082
 34	5	3	17	1	-2.7311	3.6954	1.6082
 35	5	3	18	1	4.1023	3.6954	3.3345
 36	5	3	19	1	1.4023	3.6954	3.3345
 37	5	3	20	1	-1.4017	3.6954	3.3348
 38	5	3	21	1	-4.1017	3.6954	3.3348
 39	5	3	22	1	2.7317	3.6951	4.4535
 40	5	3	23	1	-0.0683	3.6954	4.4538
 41	5	3	24	1	-2.7311	3.6954	4.4538
 42	5	4	1	1	-5.1341	3.092	-2.7561
 43	5	4	2	1	-6.0919	2.1341	-2.7561
 44	5	4	3	1	-5.1341	3.092	-0.5191
 45	5	4	4	1	-6.0919	2.1341	-0.5191
 46	5	4	5	1	-5.1341	3.092	1.6079
 47	5	4	6	1	-6.0919	2.1341	1.6079
 48	5	4	7	1	-5.1341	3.092	4.4539
 49	5	4	8	1	-6.0919	2.1341	4.4539
 50	5	5	1	1	-6.6954	0.0683	-2.7561
 51	5	5	2	1	-6.6954	1.1025	-2.6091
 52	5	5	3	1	-6.6954	-1.1022	-2.6091
 53	5	5	4	1	-6.6951	0.0683	-0.5191
 54	5	5	5	1	-6.6954	1.1025	0.3629
 55	5	5	6	1	-6.6954	-1.1022	0.3629
 56	5	5	7	1	-6.6951	0.0683	1.6079
 57	5	5	8	1	-6.6954	1.1025	3.3349
 58	5	5	9	1	-6.6954	-1.1022	3.3349
 59	5	5	10	1	-6.6951	0.0683	4.4539
 60	5	6	1	1	-6.092	-2.134	-2.7561
 61	5	6	2	1	-5.1341	-3.0918	-2.7561
 62	5	6	3	1	-6.0921	-2.134	-0.5191
 63	5	6	4	1	-5.1341	-3.0918	-0.5191
 64	5	6	5	1	-6.0921	-2.134	1.6079
 65	5	6	6	1	-5.1341	-3.0918	1.6079
 66	5	6	7	1	-6.0921	-2.134	4.4637
 67	5	6	8	1	-5.1341	-3.0918	4.4539
 68	5	7	1	1	-2.7317	-3.6954	-2.7561
 69	5	7	2	1	0.0683	-3.6954	-2.7561
 70	5	7	3	1	2.7317	-3.6954	-2.7561
 71	5	7	4	1	-4.1023	-3.6954	-2.6091
 72	5	7	5	1	-1.4023	-3.6954	-2.6091
 73	5	7	6	1	1.4023	-3.6954	-2.6091
 74	5	7	7	1	4.1023	-3.6954	-2.6091
 75	5	7	8	1	-2.7317	-3.6951	-0.5195
 76	5	7	9	1	0.0683	-3.6954	-0.5188
 77	5	7	10	1	2.7311	-3.6954	-0.5188
 78	5	7	11	1	-4.1023	-3.6954	0.3625
 79	5	7	12	1	-1.4023	-3.6954	0.3625
 80	5	7	13	1	1.4017	-3.6954	0.3632
 81	5	7	14	1	4.1017	-3.6954	0.3632
 82	5	7	15	1	-2.7317	-3.6951	1.6075
 83	5	7	16	1	0.0683	-3.6954	1.6082
 84	5	7	17	1	2.7311	-3.6954	1.6082
 85	5	7	18	1	-4.1023	-3.6954	3.3345
 86	5	7	19	1	-1.4023	-3.6954	3.3345
 87	5	7	20	1	1.4017	-3.6954	3.3348
 88	5	7	21	1	4.1017	-3.6954	3.3348
 89	5	7	22	1	-2.7317	-3.6951	4.4535
 90	5	7	23	1	0.0683	-3.6954	4.4538
 91	5	7	24	1	2.7311	-3.6954	4.4538
 92	5	8	1	1	5.1341	-3.0919	-2.7564
 93	5	8	2	1	6.092	-2.1341	-2.7564
 94	5	8	3	1	5.1341	-3.0919	-0.5194
 95	5	8	4	1	6.092	-2.1341	-0.5194
 96	5	8	5	1	5.1341	-3.0919	1.6076
 97	5	8	6	1	6.092	-2.1341	1.6076
 98	5	8	7	1	5.1341	-3.0919	4.4634
 99	5	8	8	1	6.092	-2.1341	4.4536
 100	5	9	1	1	5.9995	0.8027	-3.7314
 101	5	9	2	1	5.3771	2.3771	-3.7314
 102	5	9	3	1	4.0003	3.0001	-3.7314
 103	5	9	4	1	1.0003	3.0001	-3.7314
 104	5	9	5	1	-1.0003	2.9995	-3.7314
 105	5	9	6	1	-4.0003	2.9995	-3.7314
 106	5	9	7	1	-5.3763	2.3765	-3.7314
 107	5	9	8	1	-5.9995	0.8033	-3.7314
 108	5	9	9	1	-5.9995	-0.8027	-3.7314
 109	5	9	10	1	-5.3771	-2.3771	-3.7314
 110	5	9	11	1	-4.0003	-3.0001	-3.7314
 111	5	9	12	1	-1.0003	-3.0001	-3.7314
 112	5	9	13	1	1.0003	-2.9995	-3.7314
 113	5	9	14	1	4.0003	-2.9995	-3.7314
 114	5	9	15	1	5.3763	-2.3765	-3.7314
 115	5	9	16	1	5.9995	-0.8033	-3.7314
 116	5	9	17	1	0.9999	0.8033	-3.7314
 117	5	9	18	1	-0.9999	0.8022	-3.7314
 118	5	9	19	1	-0.9999	-0.8033	-3.7314
 119	5	9	20	1	0.9999	-0.8022	-3.7314
 120	5	9	21	1	0	0	-3.7314
 121	6	1	1	0	7.1034	-0.0683	-3.4911
 122	6	1	2	0	7.1034	-0.0683	-1.3921
 123	6	1	3	0	7.1031	-0.0683	0.9379
 124	6	1	4	0	7.1031	-0.0683	3.9099
 125	6	2	1	0	6.3805	2.4225	-3.4917
 126	6	2	2	0	5.4227	3.3804	-3.4917
 127	6	2	3	0	6.3805	2.4225	-1.3927
 128	6	2	4	0	5.4227	3.3804	-1.3927
 129	6	2	5	0	6.3806	2.4225	0.9373
 130	6	2	6	0	5.4227	3.3804	0.9373
 131	6	2	7	0	6.3806	2.4225	3.9093
 132	6	2	8	0	5.4227	3.3804	3.9093
 133	6	3	1	0	2.7317	4.1034	-3.4911
 134	6	3	2	0	-0.0683	4.1034	-3.4911
 135	6	3	3	0	-2.7317	4.1034	-3.4911
 136	6	3	4	0	2.7317	4.1034	-1.3921
 137	6	3	5	0	-0.0683	4.1034	-1.3921
 138	6	3	6	0	-2.7317	4.1034	-1.3921
 139	6	3	7	0	2.7317	4.1031	0.9375
 140	6	3	8	0	-0.0683	4.1034	0.9382
 141	6	3	9	0	-2.7311	4.1034	0.9382
 142	6	3	10	0	2.7317	4.1031	3.9095
 143	6	3	11	0	-0.0683	4.1034	3.9098
 144	6	3	12	0	-2.7311	4.1034	3.9098
